x1,x2,x3,y
9.659224754,2.634107807,5.036529692,93.57140875
5.343179935,1.364589152,4.07534948,36.33753602
0.326453475,2.816995984,4.070344595,65.71693558
3.340140891,2.980215467,3.865131277,61.17960642
0.83891193,2.081786708,3.213030551,25.11547471
7.880320186,1.799651716,4.538118292,56.62589984
4.028716742,3.66675287,6.890292773,197.2252072
1.302984148,2.125362886,4.289427248,46.61016456
7.086248206,3.023116449,6.881525447,171.251326
6.615384441,1.971448708,2.217880183,30.59115422
2.787647316,3.427659259,4.760755201,101.1941212
4.935166504,1.267526586,6.376888711,55.5813976
7.418726478,2.022237499,3.497389226,48.70259262
4.691806311,2.502446729,2.314719775,30.4697694
8.872677898,1.395372225,4.969953496,52.19160616
3.592973439,3.896776527,2.953619376,55.15518132
7.591127178,2.225741229,3.47873408,45.78211361
0.74012998,3.913704347,3.176975999,49.24741135
0.107986114,2.911269811,5.154012699,92.66687842
5.855203413,2.381860034,2.188852828,40.05055841
8.570214448,1.754683226,4.245439053,51.09270095
5.797170823,1.53388537,3.068738472,36.87270646
9.532528138,2.767068209,3.938935445,75.46154284
3.381581643,1.478554278,2.168305941,14.11536807
3.166726194,2.205074041,6.722680428,107.548859
7.385290399,2.914532157,4.296807488,81.25539274
1.488336495,3.102123887,5.952573855,128.6389341
9.957978787,2.343762002,2.534600178,33.5652654
2.721467787,1.825687109,5.80237704,72.89218072
1.506354736,1.20118301,6.863706889,72.22568192
7.470243561,2.557412111,2.460626404,37.81062197
1.666505359,2.667815836,3.878440618,52.94307138
7.985617557,3.426163844,4.578982991,108.6013044
7.637630215,2.825038711,2.0197889,22.64673018
0.868273479,2.521809822,6.736920813,121.9853061
9.82758754,2.626274139,4.257621123,66.66776871
6.731332108,2.361085399,6.915711161,128.9631762
2.86264832,1.81384358,3.165625739,30.50511218
2.694361016,3.487546141,3.836961364,71.20015374
5.06225679,2.418513462,3.314192573,45.18974396
5.720783739,2.930689569,2.066239122,32.4751782
1.91783893,2.790127634,2.351886569,30.28079864
5.923864886,1.40784987,3.891335941,32.8481084
4.329800767,1.74584485,4.799384821,56.77901075
1.27114812,1.986486424,3.180246955,29.34658821
1.595856285,1.164640938,4.954345719,31.20798497
2.16945441,3.161707142,6.467549329,151.6944661
2.940031046,3.374277794,5.254861319,119.6426982
7.805839009,3.934725123,4.519454078,113.2359486
3.237541391,1.297560216,5.221959486,44.75594534
5.711234672,3.097329154,5.796302016,136.3211549
6.243326722,1.407447236,3.644620125,31.64545285
3.373626021,1.946824512,4.740901847,52.47851793
9.971174611,2.238667309,5.808293373,105.9237162
7.14306538,1.077172979,2.757398744,18.77817668
6.060023055,2.857101481,6.577625591,161.4879087
3.544657273,2.502658779,5.681514342,97.38189361
1.936624754,2.034360938,6.543159301,109.6824742
2.202759975,1.023389008,5.044404047,23.36763318
0.60818823,3.063820571,5.127960209,95.28102528
7.832939995,2.050080033,3.788439295,48.71079189
1.742041698,3.946222748,6.427767205,192.9626356
2.020892072,3.449650268,3.319543957,56.00452018
0.671765162,2.309705433,2.523084331,20.20012
7.867871775,2.717948936,3.624027943,66.34445955
2.137815024,3.913985007,4.626449955,116.8729447
2.275666678,3.805170763,2.904963076,49.91792036
7.292436996,2.614229077,4.704991982,83.73750386
7.127119289,3.753427564,3.46550194,75.22660174
2.290183138,3.283603755,6.824937757,178.300511
3.994600563,3.936051988,3.75534637,77.85687967
5.872944057,2.257563597,4.166492041,52.59533189
4.950918127,1.55416159,6.225299752,68.49215593
9.570241776,3.661910849,3.7016608,81.31336094
8.917743159,3.920857222,5.258094226,153.3617502
7.237830979,3.561706108,4.636983619,105.6815182
0.910857834,1.144387875,2.337345768,14.30139036
3.156158118,1.607328233,3.5128201,29.45582529
1.806505919,3.491563199,4.469997401,98.73191519
1.046481014,1.970099552,5.342086984,64.51172058
2.803709331,3.664783546,6.981562223,205.5706772
9.919528148,1.396159125,5.177054346,63.15261863
4.390686199,3.861545551,5.855470555,148.0586476
2.029881095,1.693173021,3.292732418,34.47318567
7.41160824,1.161933831,2.994421451,24.58597979
9.761735917,2.781325689,3.193152414,50.12255237
5.043961292,3.716948669,4.595969958,109.1954993
9.580758268,3.486494918,5.093439019,127.3038787
9.241036377,3.773837753,2.499409566,55.0462998
5.142701934,2.232851542,4.031199483,53.74176912
3.522688701,2.687233512,6.855931843,157.8088231
6.353459655,2.985189195,5.252734156,102.438211
2.747204636,1.474633619,5.914560733,60.98429952
3.394570801,3.587640647,2.399912206,36.3839051
7.990674655,2.221490296,4.402805786,74.3487084
2.379263096,3.405820946,2.332599604,39.54567474
1.901981478,1.549575509,4.173215935,34.48376585
8.73219604,3.963164144,4.730666017,123.8460343
0.107173896,3.579842816,6.286378054,164.3010467
8.127133509,3.471506147,3.961066552,90.40479318
4.648209839,2.216817664,6.146865247,104.991488
3.963186151,1.205890599,3.292881543,24.45846115
4.154503134,2.832151653,2.253309927,40.03816611
3.051960259,3.972941189,6.569886273,191.3662023
4.784759086,2.309916524,5.543484821,90.35648799
3.044810019,1.475754495,5.418157545,51.97189193
3.026277552,3.660501404,5.801278884,147.1806367
8.302309401,1.491100907,2.154157748,24.26517343
4.977311499,1.005207818,5.100668711,31.34510899
6.174703517,3.593078124,4.583720685,101.0643312
6.738959592,3.922107993,4.85492739,135.0020015
1.97781764,3.164724028,4.899673472,87.65320105
4.134597761,3.161965006,3.049835933,38.59391985
5.948412481,2.649824089,6.135076714,126.7988157
3.863676964,2.806058461,3.5917874,56.27296316
6.102513512,1.318177872,4.212576018,31.53134204
0.161584188,3.065908002,2.919511604,31.15638305
5.168112899,3.476659025,3.321592277,70.52540809
5.404544433,3.364016046,2.366692505,31.36908476
9.375708142,1.300800965,5.747623456,51.7457377
9.394162501,3.746506885,3.954654285,81.82764541
4.175854728,2.085928819,5.116430029,72.1167726
2.931928005,1.974007123,2.730676186,22.10892864
0.061068328,3.869953538,3.860906548,75.73589836
3.508357011,1.272456329,2.738017797,14.90012822
5.013513802,3.261472285,3.779646568,69.20368714
0.84951978,2.127116416,4.410423548,45.07078489
1.764744527,1.26613234,4.83179392,39.94831981
6.42324736,3.938441993,4.849221579,123.7088147
9.292515559,3.031527257,6.006447825,140.6694148
8.359832648,3.48652918,6.086175883,156.501753
3.396932686,3.887896937,4.530303735,107.7139847
0.271056353,2.893662227,4.515503332,66.00401399
2.299334265,1.085473583,5.530579063,48.94200814
6.425589868,2.487232348,4.682171272,69.6538263
5.441692549,1.551182208,6.533000339,71.10725732
2.809052274,2.843110758,6.745358508,150.7725903
3.642130402,2.135232918,4.993389093,64.1936341
5.964151907,2.899026866,5.63219542,117.5210249
8.323680369,3.54141911,4.13641418,91.95857674
7.17436615,3.254083037,2.04348553,43.53880787
1.322877703,2.12643909,4.654808076,48.20922416
2.236194871,3.06408967,3.0738324,41.82015105
2.167538456,1.158009186,2.91650762,16.62773867
2.57301507,3.415179743,6.767731496,176.5043318
8.900447609,3.175507988,5.722205975,137.2272567
7.351750814,1.106917749,3.227012832,26.36075233
5.103076121,2.505177113,2.530524032,26.61229069
4.643433957,3.784296188,6.996084765,209.2685753
0.2888236,1.743985168,5.318815709,62.06949825
4.249501953,3.763379544,4.34779473,89.52300061
2.61756013,1.455819281,2.337058281,7.411211936
3.674788703,1.689551313,4.546571598,47.77257363
1.693988912,3.50768698,4.764407757,100.0502793
7.329152482,3.347295392,3.564486383,71.36961455
3.148795303,3.099719493,3.811817263,71.86821492
6.564197698,3.543658787,5.746179125,144.0968399
6.628013971,1.388920522,6.008469517,63.31209271
5.259021227,1.484406508,5.0034839,66.51849347
5.707506016,1.605052968,3.480122513,23.98314052
7.754300568,2.596438957,5.386852625,100.8378205
9.374939592,3.63245392,4.001026319,96.07627535
9.631373823,2.763562465,4.732687151,87.04059689
0.138379437,1.977563803,5.22926055,65.47040039
0.372847796,3.057155453,5.444650341,103.2085211
9.546039438,1.226460327,5.278544689,52.53069849
3.734699283,1.861553088,3.046614462,30.18855552
5.842510849,2.778230995,6.772767637,150.9018438
5.75930532,1.519568285,4.391783128,48.42448502
4.124697403,1.632954407,4.30764544,32.4332493
5.29811135,3.674484542,4.405793604,95.24757847
3.706662095,3.633892375,2.748936626,45.60819623
8.390408347,1.556672576,2.581158884,30.94255848
5.779937431,1.905256916,5.417838939,76.56134099
1.190662026,2.047900402,6.277618915,89.22578497
7.179951928,1.531006717,2.72327438,26.89845414
0.875027219,1.539710693,4.216051938,30.37727041
2.678640776,3.34434013,2.087229551,26.45210979
0.998196265,3.028662383,2.457723251,34.23425437
3.973315224,2.618655823,5.400785029,88.47520138
6.503967909,2.86392941,6.71301672,152.9645329
9.436630399,1.786782535,4.319260372,54.6067253
2.498175001,1.93654479,6.793686521,95.34281888
3.10446447,3.561130703,4.493388866,99.3965112
6.130483456,1.177269065,5.917862741,50.07621542
7.02184316,2.009088873,5.341103666,68.70174645
2.876414577,3.827467158,3.874990483,78.80919481
1.870926549,1.390719057,2.338992839,9.500832661
5.28497647,3.269304537,5.235220603,118.0198789
2.784254044,1.199794041,4.216937023,34.20101232
4.488553393,3.844035367,2.750564586,50.73965606
0.393850285,2.961012017,2.362185988,32.00769557
9.376068538,1.309739288,5.841319683,60.71033024
1.180878793,2.20080267,2.888940307,19.10814404
5.239923506,2.710627014,3.076410764,42.04801214
7.826501949,2.895972974,4.865873363,89.51778701
3.255340099,1.809304256,5.18231095,69.41636932
6.18873329,3.220283099,3.098256756,51.76830975
0.755594438,2.121253097,4.232871703,42.15086467
0.391298877,3.318926388,5.545916992,117.0581377
0.744361923,3.22820718,2.091151387,25.60681345
8.504812034,3.831928979,4.787362024,125.7223789
8.100947613,1.293408548,4.741662067,42.5414737
3.177359807,1.958057156,2.048655572,8.508624781
7.227698196,1.001832975,4.261360528,38.16427515
8.48200276,2.493790433,3.680537174,69.50577063
0.616226583,3.905113677,3.737173579,81.10411718
6.634428982,1.072122725,4.181259424,19.90956209
8.229445542,2.499790545,3.928120513,56.54784305
1.043585353,2.248729058,5.137743162,68.5355197
0.937296412,3.481536275,5.534467055,115.0653378
5.975731509,3.156145221,3.199254413,51.43359091
6.443626939,1.125918536,5.466729097,41.17056351
0.710738344,3.293704984,2.975356583,44.01220557
9.567119799,1.549082291,4.189086888,47.07076298
1.134308133,2.788174996,5.271556132,96.65185917
0.043098604,2.798594383,2.976438657,38.66180785
6.307766746,3.541953737,5.872710266,150.043188
8.518845116,3.578133421,2.323846679,41.0542358
4.461318395,1.459434932,2.152513328,13.75827994
8.741892031,3.206458994,6.99087138,197.0601553
8.191856093,3.590853159,5.468935589,144.8027042
1.774016602,3.848189444,6.741849083,198.8819418
1.138447542,2.149709445,6.439569648,94.82221013
4.534035551,1.28041405,6.81183406,77.34313331
9.326134876,1.596893793,2.503307495,30.39903582
6.486015811,2.082627341,6.503014986,116.1823912
0.304264089,3.772427157,4.649790572,105.0627092
9.947144048,2.317219127,6.096051706,119.852464
5.715025245,2.131347308,5.753493054,84.33523783
8.152906105,2.424404737,6.440912476,118.8867117
3.158148641,1.253917176,6.067090863,59.11575407
1.126854223,2.433686596,3.113818503,40.82157422
0.586131681,3.313858917,2.758532967,35.75301586
8.788901302,1.449418654,5.815696727,64.71015139
0.765384054,1.910667827,6.838057505,94.39029096
5.050590996,3.954677375,6.526001879,196.8862336
1.710547369,2.188470645,2.973350629,35.33933033
0.91001876,2.991108094,2.757960847,27.5366061
0.826940617,3.315653948,4.342139543,77.59635525
2.544830892,2.841427848,6.548285403,141.2628911
5.909689991,1.533855234,2.950824863,20.41811673
2.78356504,1.058530646,5.344108719,35.17953427
2.331556352,1.593263588,4.249376936,35.09715074
2.057378359,2.648077536,6.005286395,115.3782129
3.16819146,1.931445557,5.052448364,57.43773961
9.408424757,1.605432032,4.118646942,40.94048512
3.671851053,2.498345359,4.313150312,65.23507635
0.36180672,2.827484468,6.688486018,139.7578102
2.924880519,3.423346362,6.563186179,168.996942
8.494746463,2.846274884,5.027995801,103.5864252
4.734989612,2.216867459,6.397051366,111.0430426
5.1272349,2.413366879,3.615412965,47.15736269
2.143275369,1.021919545,5.860032633,33.9052914
9.237385654,2.309822366,3.759928054,61.87950149
1.655122804,1.481087608,3.559005315,25.9809407
2.860950655,2.407589636,6.046316292,103.6309623
0.04009453,3.449316413,4.624464892,88.42559269
4.362454065,2.641283146,3.818077702,57.19407415
3.844788853,1.124076213,5.195489499,39.73673086
9.920384365,1.839383073,2.970081586,45.24176505
2.629414399,1.158223286,5.658832083,49.99242138
2.055646865,2.054752066,3.314366453,33.28644641
0.947713363,1.421083319,3.190603369,19.47635455
1.389414291,2.079501862,4.611776286,53.83387724
9.294578506,1.606447404,6.047329913,77.0619141
8.093807925,1.87378282,4.115458474,48.77426538
8.709072019,3.249094882,5.135629678,120.6793625
8.619764376,3.369958869,2.900771213,55.25165935
2.24310867,3.98244983,5.287463973,136.6337768
6.873769755,3.630698017,3.484223738,69.72546893
2.998082655,1.620123117,6.946255754,92.35609774
7.690485555,1.630868056,4.251059148,47.55155063
8.295286336,3.827876946,3.756900695,83.84541908
7.92623209,3.000712259,4.924798301,105.6069887
6.10246327,1.269434867,6.417999168,63.16845891
1.433735043,2.467078347,6.061797728,104.3547255
9.21549207,1.463374681,5.413868115,62.90822974
4.231435369,3.626583394,6.970775165,211.0119995
1.286475178,3.654469782,3.102705562,47.91288768
0.733864342,2.977804411,6.595330986,147.896224
5.699924843,1.0810029,6.475340753,54.62668397
1.380761509,3.874137147,6.454688326,185.7873597
1.206891372,2.937868786,3.413418863,53.07492832
3.800744446,1.270016509,3.563825843,20.46370001
9.952321355,1.846000497,4.580662902,58.85456931
3.508101333,3.300860372,6.629569286,166.7424343
9.075270168,1.587707977,4.670823296,50.88984014
4.695857418,1.074788248,5.397903829,32.71472493
2.643742152,1.395218303,2.562299342,19.68673216
2.542901129,2.047020253,5.032955539,62.26859319
1.59591949,3.068598346,3.398412389,54.95049418
5.600554098,1.286819493,2.57667371,11.6248057
1.937895517,2.497658719,6.366145008,115.7727411
0.9846785,1.395921557,5.345940091,44.28396192
3.002656795,2.880544033,2.720736493,33.16839577
2.313116717,2.631579538,5.90103408,112.923733
6.058848472,2.811383729,3.945666705,62.88625567
4.782130815,3.413623657,3.574535035,54.48707617
9.28953621,2.567184087,6.305558118,132.9803842
4.318765324,1.30314079,6.575952084,55.51331256
6.112601004,3.035219422,3.361681107,54.63052092
